id_lex	\ms	\dfr	\smr	\dfe	\sme	\dff	\smf	\sn	\src	\syn	\synor	\ant	\antor
2464	0	они́	субъе́ктное оптати́вное местоиме́ние 3 л. мн.ч.	they	subject 3 pers. plural optative pronoun	, elles	pronom subjectif optatif 3ème pers. pl.						
2465	0	, выдёргивать с ко́рнем				déraciner	(de petits arbres, des plantes)						
2468	0	де́лать		do		faire							
2469		они́	субъе́ктное логофори́ческое местоиме́ние мн.ч. быти́йной се́рии	they	subject logophoric existential plural pronoun	, elles							
2470	0	они́	субъе́ктное местоиме́ние 3 л. мн.ч. автоно́мной се́рии	they	3 pers. plural pronoun of the autonomous series	, elles	pronom 3ème pers. pl. de la série autonome						
2471	0	, своё	несубъе́ктное рефлекси́вное местоиме́ние мно́жественного числа́; употребля́ется в фу́нкции пря́мообъектного, ко́свеннообъектного, посесси́вного	, their	plural reflexive pronoun	, soi	pronom réfléchi pluriel						
2472	0	они́	субъе́ктное сопряжённое местоиме́ние 3 л. мн.ч.	they	subject 3 pers. pl. conjunctive pronoun	, elles	pronom subjectif conjoint 3ème pers. pl.						
2473	0	они́	субъе́ктное логофори́ческое оптати́вное местоиме́ние мн.ч.	they	subject logophoric optative plural pronoun	, elles	pronom subjectif optatif logophorique pluriel						
2474		, они́ её		, they ... her		, elles la							
2475		свой	рефлекси́вное местоиме́ние мн.ч. посесси́вной се́рии	their	pl. reflexive pronoun of the possessive series	, ses							
2476	0	спу́тник				compagnon (m)	(de route, de résidence, sans lien de parenté)						
2477	1					porte-parole (m)	(celui à qui on confie une tâche pour parler au nom du groupe, du peuple)						
2477	2	перево́дчик	(у́стный)	interpreter									
2478	0	, у́стный перево́дчик		interpreter		interprète (m)							
2479	0	власть				autorité (f)							
2481	0	они́ не	субъе́ктное логофори́ческое перфекти́вно-отрица́тельное местоиме́ние мн.ч.	they ... not	subject logophoric plural pronoun of the negative perfective series	, elles ne	pronom subjectif  logophorique pluriel de la série perfective négative 						
2482	1	за́яц		hare		lièvre (m)		Lepus	MB, YA, SE				
2482	2	кро́лик		african rabbit		lapin (m) d'Afrique		Poelagus marjorita	GJ, LJ				
2483	0	, она́ и она́	сочини́тельное местоиме́ние	, he and she	coordinating pronoun	, elle et elle	pronom coordinatif						
2484	0	больша́я лягу́шка	(вид)			grosse grenouille (f)	(espèce)						
2485	0	, они́ и они́	сочини́тельное местоиме́ние	, they and they	coordinating pronoun	, elles et elles	pronom coordinatif						
2486	0	снимать, убирать, удалять		dig out		, déterrer	(plusiers plantes)						
2487	0	, зашива́ть		sew		, recoudre							
2488	0	обычай				coutume (f)							
2489	1	проводи́ть ночь		spend a night		passer la nuit			DJ, LJ				
2489	2	, укла́дывать	(на --	, lay		, mettre	(sur --		MG, LJ, GJ				
2489	3	жить	(обита́ть)	live		, loger			DJ, GJ, LJ				
2489	4								LJ				
2490	0	панголи́н	(вид)	tree pangolin		, pangolin (m) à écailles tricuspides	(petit; écailles petites et nombreuses; fauve clair; dessous du corps blanchâtre; queue longue)						
2491	0	, вяза́нка хво́роста		, bundle of firewood		, fagot (m)							
2492	1	, жильё				logement (m)			GJ, LJ				
2492	2								LJ, LP				
2493	0	то́тчас, сразу же				, aussitôt							
2494	0	обы́чай				coutume (f)							
2495	0					un peu fort	(plus grand que ses camarades d'âge: qui grandit ou grossit très vite)						
2496	1	шимпанзе́ с хвосто́м	(обезьяна, вид)	chimpanzee	(monkey, spec)	chimpanzé (m) avec la queue	(nom générique pour plusieurs espèces de singe)		YA, SE				
2496	2	обезья́на	(родово́й те́рмин)	monkey		singe (m)	(nom générique)		GJ, CE				
2497	0	, молчали́вый				, silencieux	(de nature, ou à cause d'une maladie)						
2498	0			white-crested touraco		touraco (m) à huppe blanche	(espèce d'oiseau: tête presque entièrement blanche)						
2499	0	вре́мя сбо́ра хво́роста				temps pour aller ramasser les fagots	(entre 15h-17h)						
2500	0	горя́чий		hot		chaud							
2501	0	лицо́		face		, face (f)			GA, GD				
2502	0	пе́ст(ик) сту́пы		pestle		pilon (m)							
2503	0		(вид)		(species)	petit moustique (m)	(espèce)						
2504	0	лицо́		face		visage (m)							
2506	0	проро́к				prophète (m)							
2507	1	во́лосы	(же́нская причёска)	hair		, chevelure (f)	(coiffure féminine)		GA, LJ				
2507	2	, ру́чка							GJ				
2508	1	, пробле́ма		, business		affaire (f)			SB				
2508	2	, слу́чай	(уви́деть счастли́вое собы́тие)			événement (m)	(avoir un heureux événement)						
2509	0	му́ха				mouche (f)							
2510	0	, я́беда	тот, кто жела́ет зла всем и говори́т о всех ду́рно			, personnage (m) malveillant							
2511	0	, оправда́ние	(своего́ дурно́го посту́пка)	argument		, faux alibi (m)							
2512	0	мудре́ц				, savant (m)							
2513	0	, позна́ния				, sagesse (f)							
2515	0	во́лос				cheveu (m)							
2516	0	пра́вда		truth		vérité (f)							
2517	0	указа́ние				, indication (f)							
2518	0	, председа́тель				, président (m) de séance							
2519	0	тот, кто произно́сит заключи́тельную речь по́сле обсужде́ния	(его выбирают перед началом собрания, чаще это вождь деревни или глава семьи)			porte-parole (m)	(celui qui conclut après un discours; le plus souvent c'est le chef du village ou le chef d'une famille)						
2520	0	дурно́е де́ло	(при том, что соверши́вший счита́ет его́ хоро́шим)			mauvaise affaire (f)							
2521	0	, вина́				faute (f)							
2522	0	, дым				vapeur (f)							
2523	1	, зверь		animal		animal (m)			SB, LJ				
2523	2	мя́со		meat									
2524	0	, лома́ть		break		, briser				yɛ́, wɯ̀ɯ̂	'yɛ, =wüü'-		
2525	0	обнима́ть	(кого́-л --	embrace	(smb --	embrasser	(qn --						
2526	0	дыра́	(пробитая)			trou (m)	(percé)						
2527	0	необрабо́танная ко́жа				cuir (m) en croûte							
2528	1	, разлома́ть	на мно́го куско́в	break into pieces		casser	(en plusieurs morceaux)			wɯ́, yɛ́	'wü, 'yɛ		
2528	2	, измельчи́ть	(песто́м, при по́мощи ка́мня, рука́ми)	crush		, moudre	(avec une pierre)		LJ				
2529	1	, заста́вить сесть		make sit down		, mettre			LJ				
2529	2	быть гото́вым помо́чь	(кому́ --			être à la disposition	(de qn --		LJ				
2529	3	, обита́ть	(спокойствие сердца, полная свобода)	live		, demeurer	(tranquillité de cœur, liberté totale)		LJ				
2529	4	, принима́ться	(за что-л --	start	(inf. -- ɓȁ)	se mettre	(à faire qch --		GJ, LJ				
2529	5	, надева́ть на го́лову	(ша́пку, плато́к)			mettre	(chapeau, chaussures)		SB, LJ				
2529	6	схвати́ть	(что --	, grab		, saisir	(qch --		DJ, LJ				
2529	7	оку́чивать	(зе́млю, моты́гой)			butter	(avec une daba)		LJ				
2529	8	писа́ть		write		écrire				pʌ̄ bɛ̀ɛ̄n			
2530		, она́ её		, she ... it, etc.		, elle la							
2531	0	, оно́	субъе́ктное перфе́ктное местоиме́ние	, it	subject perfect pronoun	, elle	pronom subjectif du parfait, 3ème pers. sg.						
2532	1	, дурно́й	(плохо́го ка́чества)		(of bad quality)	mauvais	(de mauvaise qualité)						
2532	2	, плохо́й	(на вкус)	bad		mauvais	(au goût)						
2532	3	, безобра́зный		ugly		, odieux							
2532	4	, вражде́бный		, hostile		, hostile							
2532	5	гря́зный	и не моет рук перед едой	dirty		sale			GJ, LJ				
2533	0	пло́хо		badly		mal							
2534	0	варёный рис	(пригото́вленный)	cooked rice		riz (m) cuit			SB				
2535		, оно́	субъе́ктное логофори́ческое перфе́ктное местоиме́ние	, it	subject logophoric perfect pronoun	, elle							
2537	0	, оно́ не	субъе́ктное отрица́тельно-перфекти́вное местоиме́ние 3 л. ед.ч.	, it ... not	subject 3 pers. sg. pronoun of the negative perfective series	, elle ne	pronom subjectif 3ème pers. sg. de la série perfective négative						
2539	0	, оно́ не	субъе́ктное отрица́тельно-имперфекти́вное местоиме́ние	, it .. not	subject pronoun of the negative imperfective series	, elle ne	pronom subjectif de la série imperfective négative						
2541	0	, безобра́зие	(о вне́шности)			laideur (f)							
2542	0	трава́	(люба́я дли́нная и то́нкая)	grass		herbe (f)	(toute herbe longue et mince, par ex. Setaria barbata)						
2543	0	, сади́ться		sit		s'asseoir			MG, LJ				
2545	0	три		three		trois							
2546	0	враг		enemy		ennemi (m)				yúŋ̈	'yung-		
2547	0	, что́бы она́	субъе́ктное местоиме́ние 3 л. ед. ч. се́рии це́ли / предше́ствования	, in order that she	subject 3 pers sg. pronoun of the purpose / antecedence series	, pour qu'elle	pronom subjectif 3ème pers. sg. de la série à valeur de but / d'antériorité						
2549	6	пти́ца-жанда́рм		Vieillot's black weaver		tisserin noir de Vieillot	(raie noire en travers de l'œil; menton et gorge noirs)	Ploceus nigerrimus					
2550	0	ди́кий са́харный тростни́к				canne (f) à sucre sauvage	(ressemble à du maïs, tiges plus petites; épis avec barbes urticantes; non comestible)						
2552	0	, что́бы она́	субъе́ктное логофори́ческое местоиме́ние ед. ч. се́рии це́ли / предше́ствования	, in order that she	subject logophoric sg pronoun of the purpose / antecedence series	, pour qu'elle	pronom subjectif logophorique sg de la série à valeur de but / d'antériorité						
2553	0	ма́ска	(прихо́дит на церемо́нию обреза́ния/выреза́ния; ма́ска в дли́нной соло́менной ю́бке, подви́д ма́сок			masque (m)	(sort aux cérémonies de circoncision/excision; masque recouvert de paille jusqu'au sol, espèce de						
2554	0	гу́сеница				chenille (f)							
2555	0	я́годичные затвердения?	(обезьяны)			callosités (f pl) fessières	(du singe)						
2556	1	, дурно́й				très mauvais							
2556	2	о́чень гря́зный	(перен)			très sale							
2557	0	зрачо́к				pupille (f)	(orifice central de l'iris de l'œil)						
2558	1	ме́сто		place		place (f)			LJ				
2558	2	, жильё				logement (m)			LJ				
2558	3	сиде́нье	(кому́ --			siège (m)	(à --		DJ, LJ				
2559	0	яснови́дящий				clairvoyant (m)	(personne qui connaît les pensées des autres; qui "voit" les revenants régulièrement)			zóo	'zoo		
2560	0	кресте́ц		kidneys		sacrum (m)	(partie inf.. de la colonne vertébrale)						
2561	0	собра́ние		meeting		réunion (f)							
2562	0	, личи́нка	(при кла́дке яиц)	egg		, larve (f)	(d'insecte)		DJ, LJ				
2563	1	, глаза́	(из-за --	, eyes		, paire (f) des yeux	(à cause de --		LJ				
2563	2	взгляд	(на --			regard (m)	(qn --		GJ, LJ				
2563	3	цвет		colour					LJ, DJ				
2564	0	, выреза́ть	(по де́реву, из де́рева; зубы)	carve to		, sculpter	(le bois; les dents)						
2565	0	клоа́ка				cloaque (m)							
2566	1.1	глаз		eye		œil (m)							
2566	1.2	фасе́точный глаз	(у насеко́мых)			œil (m) à facettes des insectes			GA, LJ				
2566	2	взгляд				regard (m)			DJ, LJ				
2567	0	одно́ яйцо́		one egg		un œuf							
2568	0	, криво́й		one-eyed		borgne							
2569	0	расстоя́ние ме́жду бро́вью и гла́зом и над бровя́ми, но не весь лоб; надгла́зье				bosse (f) frontale							
2570	0	сон				songe (m)							
2571	0	, ра́дужка				iris (m)							
2572	0	зрачо́к				pupille (f)							
2573	0	наде́жда				espoir (m)							
2574	0	ха́мство				, manque (m) de respect	(qn --		LJ				
2575	0	подпи́ленный зуб				dent (f) taillée	(terme générique)						
2576	0	, (во) двор(е́)	(для двора́ ча́ще употр. kɔ́ ~ gɯ́ ɗɛ̏			, cour (f)							
2577	0	кривоно́гий				bancal	(jambes arquées)						
2579	0	бли́жний				, prochain (m)							
2580	0	ку́чка това́ра	(что-л ку́чками)	small pile of merchandise	(at the market)	tas (m) de marchandise	(qch en tas)						
2581	0	язы́к дан	(якуба́)			langue (f) dan	(en Côte d'Ivoire, à l'exception des Dan de la préfecture de Touba)						
2582	0	кот		cat		chat (m)							
2583	0	, жва́чка				chewing-gum (m)							
2584	0	зака́нчивать	(что-л де́лать --	end		, terminer	(de --		LJ	dhíɤ tó	'dhiö 'to		
2585	0	личи́нка	(вид)			insecte (m)	(espèce vivant dans des lieux mal entretenus, se fixe sur les vêtements, dans les matelas; pique, suce le sang; différent de la punaise)						
2586	0	ди́кий виногра́д				vigne (f) vierge							
2587	0	песо́к		sand		sable (m)							
2588	0	де́рево	(вид)	tree	(spec)	arbre (m)	(espèce)						
2592	0	бело́к гла́за				blanc (m) de l'œil							
2593	0	круги́ под глаза́ми				cerne (m) des yeux							
2595	1	пусты́ня				, Sahara (m)							
2595	2	пляж											
2596	0	, слепо́й		blind man		aveugle (m)							
2597	0	сла́бо натя́нутый				lâche							
2598	0	, нищий				, pauvre (m)							
2599	0	, нищета́		misery		, misère (f)			LJ				
2600	1	, зауны́вный				lugubre			GJ				
2600	2	несча́стный		unhappy					GJ, OD, RC				
2601	0	кра́сный мураве́й		, weaver ants		fourmi (f) rouge							
2602	0	хло́пок		cotton		coton (m)			LJ				
2604	0	змея́	(вид)	, brown water snake		serpent (m)	(espèce)						
2605	0	пу́льпа				pulpe (f)	(de dent)						
2606	1					grain (m) de coton			LJ				
2606	2					fil (m) de coton			LJ				
2606	3	тюк хло́пка							DJ, --LJ				
2607	0	змея́	(вид)	Smyth's water snake		serpent (m)	(espèce)						
2608	0	смех	(над --	laughter		rire (m)	(de --		GJ, LJ				
2609	0	смешно́й				, comique							
2610	0	, поджа́ривать		roast		, griller							
2611	0	, испо́ртиться	(ве́ршу)	break down		, être abîmé	(nasse)		SB	wɯ́	'wü		
2613	0	разлома́ться		break into pieces		se casser en morceaux							
2614	0	, все вме́сте				, en groupe	(déplacer)						
2616	0	позавчера́		before yesterday		avant-hier							
2617	0	слёзы		tears		larmes							
2618	0	, тошнотво́рный		dirty		sale	(qui donne la nausée, envie de vomir)						
2619	0	кита́йский бамбу́к?		bamboo		bambou (m) de Chine							
2620	0	перело́м	(ко́сти)			fracture (f)							
2621	0	сава́нна				savane (f)							
2622	0	обезья́на	(люба́я обезья́на, не живу́щая в стране́ блоссе́)	monkey		singe (m) de la savane	(ne se trouve pas en pays Blossé)						
2623	0	жа́ренный				, grillé	(viande, légumes, tubercules)						
2624	0	, день		, time		, moment (m)	(non-défini)		LJ				
2625	0	мы	субъе́ктное эксклюзи́вное местоиме́ние быти́йной се́рии 1 л. мн.ч., "мы, но не вы"	we	subject existential 1 pers. pl. exclusive pronoun: "we, but not you"	nous	pronom subjectif exclusif 1ère pers. pl., "nous sans vous" de la série existentielle						
2626	0	мы	эксклюзи́вное местоиме́ние автоно́мной се́рии 1 л. мн.ч., "мы, но не вы"	we	1 pers. pl. exclusive pronoun: "we, but not you" of the autonomous series	nous	pronom exclusif 1ère pers. pl., "nous sans vous" de la série autonome						
2627	0	, наш	несубъе́ктное эксклюзи́вное местоиме́ние 1 л. мн.ч., "мы, но не вы"; употребля́ется в фу́нкции пря́мообъектного, ко́свеннообъектного, посесси́вного	, our	non-subject 1 pers. pl. exclusive pronoun: "we, but not you"	, notre	pronom non-subjectif exclusif 1ère pers. pl., "nous sans vous"						
2628	0	сон		sleeping		sommeil (m)			MG, LJ				
2629	1	вода́		water		eau (f)			LJ				
2629	2	жи́дкость		liquid		liquide (m)			GA, LJ				
2630	0	мы	субъе́ктное сопряжённое эксклюзи́вное местоиме́ние 1 л. мн.ч., "мы, но не вы"	we	subject conjunctive 1 pers. pl. exclusive pronoun: "we, but not you"	nous	pronom subjectif conjoint exclusif 1ère pers. pl., "nous sans vous"						
2631		мы	субъе́ктное оптати́вное эксклюзи́вное местоиме́ние 1 л. мн.ч., "мы, но не вы"	we	subject optative 1 pers. pl. exclusive pronoun: "we, but not you"	nous							
2632	1	, мы её		, we ... it		, nous la							
2632	2	, мы её		, we ... it		, nous la							
2633	0	, мы её		, we ... it		, nous la							
2634	0	сезо́н		season		, temps (m)							
2635	0	ткань				étoffe (f)							
2636	1	, сезо́н				, temps (m)							
2636	2	раз				fois (f)							
2636	3	день				jour (m)							
2637	0	мы не	субъе́ктное отрица́тельно-перфекти́вное эксклюзи́вное местоиме́ние 1 л. мн.ч., "мы, но не вы"	we ... not	subject 1 pers. pl. exclusive pronoun "we, but not you" of the negative perfective series	nous ne	pronom subjectif exclusif 1ère pers. pl., "nous sans vous" de la série perfective négative						
2638	0	я и ...	сочини́тельное местоиме́ние	I and...	coordinating pronoun	moi et...	pronom coordinatif						
2639		, я и её...	сочини́тельное местоиме́ние, сли́тное с после́дующим несубъе́ктным местоиме́нием 3 л. ед.ч.	, I and her...	coordinating pronoun merged with a 3 pers. non-subject pronoun	, moi et sa...	pronom coordinatif fusionné avec le pronom non-subjectif 3ème pers. sg. suivant						
2640		, на́ши	эксклюзи́вное местоиме́ние 1 л. мн.ч. посесси́вной се́рии	our	exclusive 1 pers. pl. pronoun of the possessive series	, nos							
2641	0	мы	субъе́ктное перфе́ктное эксклюзи́вное местоиме́ние 1 л. мн.ч., "мы, но не вы"	we	subject perfect 1 pers. pl. exclusive pronoun: "we, but not you"	nous	pronom subjectif du parfait, exclusif 1ère pers. pl., "nous sans vous"						
2642	0	, мы её		, we ... it		, nous la							
2644	0	мы не	субъе́ктное отрица́тельно-имперфекти́вное эксклюзи́вное местоиме́ние 1 л. мн.ч., "мы, но не вы"	we ... not	subject 1 pers. pl. exclusive pronoun "we, but not you" of the negative imperfective series	nous ne	pronom subjectif exclusif 1ère pers. pl., "nous sans vous" de la série imperfective négative						
2645	0	что́бы мы	субъе́ктное эксклюзи́вное местоиме́ние се́рии це́ли / предше́ствования 1 л. мн.ч.: "мы, но не вы"	in order that we	subject 1 pers. pl. exclusive pronoun of the purpose / antecedence series: "we, but not you"	pour que nous	pronom subjectif exclusif 1ère pers. pl.: "nous sans vous" de la série à valeur de but / d'antériorité						
2646	0	, бегемо́т		hippopotamus		hippopotame (m)							
2647	1			african crake		râle (m) africain	(espèce d'oiseau; dessus foncé et grivelé, ventre et flancs rayés)	Crex egregia					
2647	2			white-spotted pygmy rail		râle (m) pygmée	(femelle: dos rayé noir et beige; mâle: dos noir fortement taché de blanc)	Sarothrura pulchra					
2647	3			grey-throated rail		râle (m à gorge grise		Canirallus oculeus					
2648	0	водопла́вающая черепа́ха	(речна́я и́ли морска́я)			tortue (f) d'eau							
2649	0	лопатообра́зное весло́		, paddle		pagaie (f)							
2650	0	рыба́к		fisher		pêcheur (m)							
2651	0	, пруд				mare (f)							
2652	0	, стака́н				, verre (m)							
2653	0	стака́н		glass		verre (m)							
2654	0	о́зеро		lake		lac (m)				yípúʌ, yíglȕ	'yipuë, 'yiglu		
2655	0	до ско́рого свида́ния				à bientôt							
2656	0	ре́чка	недли́нная, пересыха́ет вре́мя от вре́мени	creek		marigot (m)				yí sɛ́ɛ̈n, yígā sɛ́ɛ̈n	'yisɛɛn-, 'yiga 'sɛɛn-		
2657	0	, де́тский парали́ч				poliomyélite (f)							
2658	0	ве́чер(ом)		evening		soir (m)							
2659	0	вчера́		yesterday		hier							
2660	0	вчера́шний				d'hier			LJ				
2661	0	река́	недли́нная, пересыха́ет вре́мя от вре́мени	river		fleuve (m)			LJ, MG				
2662	0	ров				fossé (m)							
2663	0	о́зеро		lake		lac (m)				yídō, yípúʌ	'yido, 'yipuë		
2664	0	, исто́к реки́				source (f) d'eau							
2665	0	си́блинг	(са́мый ста́рший в семье́)	sibling		sibling	(l'aîné de la famille)						
2666	0	запру́да				, digue (f)	(fait en nervure de palme et dans lequel on laisse un passage pour placer la nasse)						
2667	0	, храп		snore		ronflement (m)							
2668	0	четы́ре		four		quatre							
2670	0	прия́тная вещь, собы́тие				événement (m) agréable							
2671	0	прито́к	реки́			affluent (m)	(de fleuve)						
2672	0	бе́рег				rivage (m)							
2673	0	бе́рег		bank		rivage (m)							
2674	1	волна́		wave		vague (f)			DJ, LJ				
2674	2	ку́бик льда́							LJ				
2675	0	, она́ и я	сочини́тельное местоиме́ние	, she and I	coordinating pronoun	, elle et moi	pronom coordinatif						
2676	0	, я и они́	сочини́тельное местоиме́ние	, I and they	coordinating pronoun	, moi et elles	pronom coordinatif						
2677	0	, сон		dream	(about)	rêve (m)							
2679	0	в воде́				dans l'eau							
2680	0	не́рвный тик у дете́й				tic (m) nerveux des enfants							
2682	1	, пруд		lake		, étang (m)			GJ, LJ	yídō, yíglȕ	'yido, 'yiglu		
2682	2	бе́рег				rivage (m)			OD, --LJ				
2682	3	лу́жа							LJ				
2683	0	бело́к	(яйца́)			, albumine (f)	(d'œuf)						
2684	0	, ре́чка	недли́нная, пересыха́ет вре́мя от вре́мени	creek		, marigot (m)				yídhʌ́ngā, yí gā sɛ́ɛ̈n	'yinëga, 'yigasɛɛn		
2685	0	, кора́бль		ship		bateau (m)							
2686	0	река́		river		rivière (f)				yígātée	'yigatee		
2687	0	, коло́дец у реки́		creek		, puits (m) naturel	(où l'eau d'une rivière se jette ; d’une profondeur d’environ 1-5 mètres)						
2688	0	коло́дец	у бе́рега ре́чки, отку́да в него́ стека́ет вода́, глубина́ 1-5 ме́тров	well		puits (m) naturel	(où l'eau d'une rivière se jette ; d’une profondeur d’environ 1-5 mètres)						
2689	0	река́		river		fleuve (m)				yí gā và	'yiga =va		
2690	0	о́стров		island		île (f)							
2691	0	водопа́д				cascade (f)							
2692	0	трава, вызывающая чесотку	(вид)			plante (f) grimpante	(espèce; provoque des démangeaisons)	Cardiospermum grandiflorum					
2693	0	, зола́		ashes		cendre (f)			BE, LJ	bɯ̏ɤ	-büö		
2695	0	мо́ре		sea		mer (f)				wèeyȉ	=wee -yi		
2696	0	выкуп за невесту	(де́ньги, и́ли рабо́ты в семье́ неве́сты)	bride price		dot (f)							
2697	0	напи́ток	(любо́й, в том ч. вино́, пи́во)			boisson (f)	(y compris alcoolisée)		DJ, LJ				
2698	1	быть ско́льзким				, faire glisser			LJ				
2698	2	, сма́зывать	(чем --			enduire	(de --		DJ, --LJ				
2698	3	обма́зывать	(каоли́ном и́ли чем-л други́м)	rub	the kaolin	, blanchir avec du kaolin			LJ				
2699	0	, пья́ница				, ivrogne (m)							
2700	1	же́нская грудь	(о живо́тных)	breast		, seins	(animaux)		DJ, BE, LJ				
2700	2	вы́мя							GJ, LJ				
2701	1	ма́сло	(и расти́тельное, и живо́тное)	, butter		huile (f)			MG, LJ, RC				
2701	2	, са́ло				graisse (f)			MG, LJ				
2701	3					beurre (m)							
2701	4	мёд		honey		miel (m)			DJ, GJ, SB, LJ				
2701	5	бальза́м							LJ				
2702	0	вы́мя				pis (m)	(de la vache)						
2703	0	сосо́к	жен, муж, жив.			tétin (m)	(de femme, d'homme, d'animal)						
2704	0	та́нец	(вид)			danse (f)	(espèce; danse de réjouissance pratiquée en saison sèche)						
2705	0	цепь				chaîne (f)							
2706	1	, спуска́ться		, go down		descendre							
2706	2	, проглоти́ть		swallow		avaler							
2706	3	, подчиня́ться	(кому-л --			, se soumettre	(à --		LJ				
2706	4					déchaîner			MM				
2707	0	каоли́н	(кого́ --		(make white>	kaolin (m)	(à --		DJ, --LJ				
2708	0	враг		ennemy		ennemi (m)							
2709	0	верблю́д		camel		chameau (m)							
2710	0	спуск	(с горы́, к воде́)			descente (f)	(de la montagne, le lit d'une rivière)						
2711	1	, приближа́ться	(к --	approach		s'approcher	(de --		LJ, DJ				
2711	2	, класть	(в во́ду --			, mettre	sous l'eau --		GJ, SB, LJ				
2711	3								DJ, LJ				
2712	0	кровь		blood		sang (m)							
2713	0	жи́рный	(о мя́се)	greasy	(meat)	graisseux	(viande)						
2714	1	ско́льзкий				glissant							
2714	2	густо́й	(о жи́дкости)			épais							
2715	0	, ско́льзкий				, glissant						kía kȉa	'kia -kia
2716	0	молодо́е па́льмовое вино́	(о́чень сла́дкое)			vin (m) de palme nouveau	(très sucré)						
2717	0	, оно́	субъе́ктное местоиме́ние 3 л. ед.ч. быти́йной се́рии	, it	subject existential 3 pers pl. pronoun	, elle	pronom subjectif 3ème pers. pl. de la série existentielle						
2718		, оно́	субъе́ктное местоиме́ние оптати́вной се́рии	, it	subject 3 pers. sg. pronoun of the optative series	, elle							
2721	1	ви́деть		see		voir			SB, LJ				
2721	2.1	, находи́ть	(челове́ка)	find		(re)trouver	(proverbe)		LJ				
2721	2.2	, дава́ть побе́г	(о расте́ниях)	, shoot	(of plant)	pousser	(plantes)		GJ, LJ	dȁ, bhɔ̄	-da, bhɔ		
2721	2.3	наступи́ть	(на --	, pace	(on --	, poser le pied	(sur --		LJ				
2721	2.4	прислоня́ться спино́й	(к чему-л --			, s'adosser	(à --			bhɛ̄n kō tʌ̄	mɛ ko tën		
2721	2.5	, ви́деться		meet		se rencontrer			LJ				
2721	2.6	, сходи́ться		, join		, se rassembler			DJ, LJ				
2721	2.7	, преуспе́ть				, réussir							
2721	3	начинать	(де́лать что-л --			commencer	(à faire qch --		LJ				
2721	4.1	, наде́ть	(на --	put		mettre	(sur --		GJ, LJ				
2721	4.2	лить	(жи́дкость)	pour		verser	(liquide)		LJ				
2721	4.3	пусти́ть	(в пого́ню за кем-л -			lancer	(à la poursuite de --		LJ				
2721	5	вы́звать боле́знь				provoquer une maladie			GJ, LJ				
2721	6	дава́ть лека́рство	(кому́ --			donner un médicament	(à --		LJ, DJ				
2722	0	, оно́	субъе́ктное местоиме́ние автоно́мной се́рия 3 л. ед.ч.	, it	3 pers. sg. pronoun of the autonomous series	, elle	pronom 3ème pers. sg. de la série autonome						
2724	0	, оно́	субъе́ктное местоиме́ние сопряжённой се́рии	, it	subject 3 pers. sg. pronoun of the conjunctive series	, elle	pronom subjectif 3ème pers. sg. de la série conjointe						
2725		, оно́	субъе́ктное логофори́ческое местоиме́ние оптати́вной се́рии	, it	subject logophoric pronoun of the optative series	, elle							
2726		, она́ её		, she ... it, etc.		, elle la							
2728	0	он не	субъе́ктное логофори́ческое перфекти́вно-отрица́тельное местоиме́ние	he ... not	subject logophoric pronoun of the negative perfective series	, elle ne	pronom subjectif négatif logophorique de la série perfective négative						
2729	0	, звено́				maille (f)							
2730	1	посре́дник				médiateur (m)							
2730	2	адвока́т				avocat (m)							
2731	0	пито́н	(вид)	calabar ground python		python (m)	(espèce)						
2732	0	боле́знь		illness		maladie (f)			GJ, LJ				
2733	0	лека́рство		medicine		, remède (m)	(terme générique)						
2734	0	лень				paresse (f)							
2735	0	вя́лый				, indolent							
2736	0	больно́й		ill		malade							
2737	0	дерево	(вид)	tree	(species)	arbre (m)	(espèce)						
2738	0	, не блестя́щий				, mat							
2739	1	нос	(у людей)	nose		nez (m)			LJ				
2739	2	коле́нчатый у́сик	(у насеко́мых)	, feeler	(of insect)	antenne (f)							
2740	0	ко́рень		root		racine (f)	(arbre)		GA, MA, LJ				
2741	0	, ры́ло	(у живо́тных)			museau (m)	(d'animal)						
2742	0	нос		nose		nez (m)							
2743	0	враг		enemy		ennemi (m)				yāagɯ́bhɛ̏n	yaagümɛ		
2745	0	оста́ток	(еды́)			restes (m pl)	(de nourriture restée pour le lendemain)						
2746	0	, профе́ссия		work		, métier (m)			DJ, LJ				
2747	0	, ста́я рыб		fish		, banc (m) de poissons			KB				
2748	0	карма́н		pocket		poche (f)							
2749	1	сушёная ры́ба				poisson (m) séché			LJ				
2749	2	о́чень ма́ленькая ры́бка							KB				
2750	0	Кавалли	(река́)			Cavally	(fleuve)						
2754	0	ко́рень		root		racine (f)							
2755	0	обсужде́ние	(обсуди́ть помо́лвку ме́жду ро́дственниками)			débat (m)	(discuter les fiançailles entre les parents)						
2756	1	, процесс	(на суде́ - ~ gɯ́)	trial		procès (m)	(bâtiment)		LJ				
2756	2	, вина́	(кого-л --		(smb --	, tort (m)	(qn --						
2756	3	, мне́ние	(про́сьба)	reason		jugement (m)			LJ				
2757	0	де́рево	(вид)	tree	(spec)	arbre (m)	(espèce)						
2758	0	хи́жина	четырёхуго́льный наве́с на опо́рах, кры́ша из папо́; вре́менное жильё в по́ле, и́ли ку́хня			cabane (f)	(dans un champ; dans une cour et qui sert de cuisine)						
2759	1	ко́жа на груди́	живо́тного, её едя́т	chest	(of an animal)	peau (f) de la région pectorale	(d'un animal)		LJ				
